,댓글,출처,,,,라벨링
73268,"@눌변 아아 이건 특별하게


얘기 하는 것인데...


니들 요즘들어 < 4차산업 >또는< AI > 운운 함서 이게 우리 인류의 대안이라 헛소리 하는 개좆들이 점점 많아지는데 ㅋㅋㅋ 이개좆들은 하나만 알고 둘은 모른 헛똑똑이들이다~!!!! 그러니 뒈질려면.. 아니아니 영혼이 소멸 될려면 해~!!! 개병신들아 ㅋㅋㅋㅋㅋㅋ


절대적으로 < 배리칩 장착 > 하면 안된다!!!!!!!!!!!!!!!!!


이건 절대로 하면 안된다!!!!!!!!!!!!!!!! 절대로 목에 칼이 들어와도 부정하고 거부 해야 하는거야

이런말 하면 좆도 모린새끼들이 크리스챤이니 개독이니 할거지만 ㅋㅋ 개병신들 에혀... 크리스챤만 배리칩을 거부 한다는 그런 믿음은 그런 소리 하는 개좆들 생각이고.. 유신론자 이면.. 절대로 저 걸 하면 안돼~!!!


저런 글러벌리스트 또는 저 글러벌리스트 최 고위층에 있는 그 어떤 악종들이 최종 아젠다 에 속해!!!
그거 하면 니네가 사라지는 거야.. 존재 자체가 소멸 되는거야..

그걸 하자 마자 니네 종자들은 9,10촌이 모조리 도살 돠는 최첩경이라고~~~~~~!!!!",./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
73269,"@눌변 이건 4차산업이나 AI 를 하지 말자는 게 아니다 ㅇㅋ?!!!


이건 저런 글러벌리스트 또는 저 글로벌리스트 최상위층 ( 드라코리언 : 아직 니들은 이들 존재를 인지 하기엔 좀 멀었닥 ㅋㅋ)들이 이 우주에서 인류를 없애고자 하는 기계문명의 집행자 ( 이들 역시도 기계문명의 하수인으로 보고 있어 ) ㅋㅋ들이 바라는 바 의 아젠다 이다 ㅋ


그래서 4차산업과 이를 위해선 AI로 갈수 밖에 없는 과정이지만 그래도 배리칩은 절대 안돼!!!

배리칩을 하지 않더래도 해결책이 있으니 그게 나타날때 까진

절대로 저 < 배리칩을 니네 몸속에 부착 함 안된다는 거야~!! >


알겠냐 시발련들아 ㅋㅋㅋㅋㅋㅋㅋ",./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
73270,@눌변 너는 그냥 좌파해라...,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
73271,@눌변 그게 가능한 존재라면 지구를 지배하는게 당연한것,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
73272,"얘들아
트럼프 되면 뭐가 좋고
바이든 되면 뭐가 안좋노

설명충 등판하라 한다 이기",./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
73273,"@판사님 트럼프 = 미국 세일혁명으로 세계의 에너지 중심세력으로 우뚝 세계질서 개편가능 (90년대 부터 중동에 걸프전 이라크전 이란등 전쟁개입으로 부터 자유로워 짐)
유럽 등 에서는 내연기관차량을 생산을 못하게 하는 등 친환경쪽으로 가는데 트럼프는 환경단체 좆까 우리기업들 키워줄꺼야 법인세 감면 중국으로 빠져나간
미국기업들 다시 미국으로 유치 시켜서 일자리 회복하고 중국의 패권 경쟁에서 사실상 무역전쟁(중국 제재, 북괴 제재, 이란 제재) 특히 코로나가 끝나면
중국에 대한 책임론을 들어서 압박이 더 거세질꺼라고 보여짐. 문재인, 시진핑, 김정은 잘 다룸

바이튼 = 문재앙이랑 유사함. 친환경 그린뉴딜정책 드립. 정유산업은 환경오염시킨다 면서 연방정부에 시추하는거 부터 보조금 등 금지 또는 제재 한다고 함.
법인세도 올리고 반기업 정서강함. 그리고 아들새키 키운거 보니 미국이란 나라를 어떻게 키울지 안봐도 비디오. 사실상 문재앙이랑 동급",./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
73274,@레이드가자 설명충 고맙습니다 이기,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
73275,외쳐 췀! 췀! 췀!,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
73276,"일루미나티를 돕는 외게인이있고 도람프를 돕는 외계종족이있다고 본다 난,,,저건 도람프를 돕는 외계종족기술임 절대로 우연이아님",./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
73277,@노캇 외계인 대리전이노 ㅋ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
73278,@노캇 그냥 좌파하면 안되냐?,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
73279,@노캇 나도 그 생각 했다ㅋㅋ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
73280,안녕하십니까 박상후 입니다,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
73281,"ㅋㅋㅋ 해외판 미실인가

이것은 하늘의 뜻이니 무지한 백성들은 따르거라",./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
73282,하나님유머러스,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
73283,트럼프 당선되는거랑 번개맞는거랑 무^슨^상관이노?,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
73284,@욵지초등학교 글 제데로 읽었냐?,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
73285,럼프형 주식시장을 지켜줘 ㅠㅠ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
73286,전번개 문재앙 대가리에 쐈어야 했는데 ㅠㅠ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
73287,"벼락 맞은거면 오히려 조짐이 안좋은거지
벼락맞아 죽을놈~~이라는 말도 모르냐",./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
73288,"몰라서 그러는데 정말 일본이 바이든 선거 자금 대주고 그러냐? 그럼, 트럼프 당선하면 일본은 재미없냐?",./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
73289,전라도깽깽이들의 심리적 교주 김어준이 트럼프된다든데 ㅋㅋㅋㅋㅋ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
73290,아내가 700베다,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
73291,저쪽도 미쳐버렸네 ㅋㅋㅋ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
73292,https://www1.president.go.kr/petitions/Temp/GHk4UR,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
73293,@익명f53588 나한테는 안해주니까 짜증나는거지 ㅋㅋ 언플 존나하니까 외교부 움직인거자나,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
73294,@익명f53588 아따 그라서 짱깨새끼들한테도 건보료 퍼주제잉 세월호도 기념하고잉,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
73295,"@익명f53588 그럼 국내사고도 다 저렇게 처리할거냐 ? ㅋㅋ

국가가 잘못한게 있냐 ? 미국에서 사고 났을때 ?",./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
73296,@익명54c39e 이게 맞지 ㅋㅋ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
73297,"@익명0973dc ㄴㄴ 저 사고당한분 가족 sns도는거 있었는데 꽤잘사는집임
온통 명품이였음",./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
73298,훠훠훠 국민이 먼저돠,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
73299,"그럼 세월호도 구상권 청구하자.
누가 배타고 수학여행 가라고 등 떠밀었냐?",./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
73300,@익명9f8f54 그럼 학교에서 배상하든가. 왜 혈세로 지랄이야.,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
73301,"@원조짱아치 그렇게 대놓고 말하면 잡혀가는 세상이다

그 사건이라고 해라",./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
73302,@레닌의젖꼭지 나 잡혀감??,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
73303,@원조짱아치 재앙 시대라서 사람일 모른다,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
73304,@레닌의젖꼭지 한번도 본적도 없는 세상을 졸라 잘 만들었음.,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
73305,"@원조짱아치 ㅇㅇ
비밀경찰이 너 잡으러 가고있음",./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
73306,@다왔이앙재 시키지도 않은 피자 배달 왔다. 초인종 누루는데 문열면 잡혀감??,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
73307,@원조짱아치 ㅇㅇ 요즘 비밀경찰들의 납치 수법임.,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
73308,@다왔이앙재 사람 없는 척 했더니 주소 다시 보는 척 하다가 갔다.,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
73309,"@원조짱아치 잘했음. 비밀경찰이 집 주위에서 서성이면서 너가 나오길 기다릴수 있음.
개네는 일단 휴대폰으로 위치추적을 하니까 휴대폰은 버려라.",./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
73310,@원조짱아치 세월호는다르지...위험하다고 경고하고 들어가지말라는거 억지로들어간게아니다. 너도 버스타고가다가 운전사와 회사가 관리못한 버스문제로 사고낫다쳐봐라. 회사에 구상권청구해도 보상 안될때 나라가도와줄수도있지,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
73311,"@로스릭의높은벽 보험 들어놨다.
보험사에서 해결해주겠지.",./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
73312,가즈아,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
73313,@익명858a2c 쫌이 아니라 애비가 사업가임 ㅋㅋㅋㅋ 518퍼 정치꾼새끼들 끼고노는것들임 더군다나 똥푸산것들이니 빼박임,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
73314,@생후3개월말티즈 ㅋㅋㅋㅋㄱㅋㅋㅋㅋㅋㅋㅋ 너는 좀ㅎㅎㅎ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
73315,@삼태기메들리 똥푸산이래요 얼레리꼴레리,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
73316,그놈의 일베가 뭐라고,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
73317,@정법규 ??ㅋㅋㅋㅋㅋ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
73318,나도 저맘때쯤 그랜드캐년에서 헬기탔는데 돈값하더라 ㅋㅋ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
73319,@물오리불오리 난 헬기는 시간이 안맞아서 경비행기 탔는데.. 쉬벌 넘 재미있네???? 기장이 뇨자,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
73320,똥.푸.싼 것들이라며?ㅋ 518% 문재앙이나 킴무성 연줄있음 당시 이슈화시킨꼬라지도보면 전형적인 탁가놈식 저질쓰레기연출이드만,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
73321,@생후3개월말티즈 ㅇㅂ서그래봐야 부모가전라도됨,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
73322,"@로스릭의높은벽 똥푸산 까는 이유가 부라디언 때문인데?
대표적인 부라디언 대장이 김무성이잖아",./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
73323,"국가가 국민 살릴려고 움직인건 잘한건데, 살려줫으면 이제 평생 분할납부로 갚아야지",./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
73324,@미저리인덱스 영화 마션 못봤냐? 한명 살리려고 무슨 개고생이냐? 쓴 돈이 얼마일까?,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
73325,똥푸 개종자에 특히 똥아대 다니는 개새끼들은 청원해라,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
73326,"죽었노, 살았노?",./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
73327,@basiom 죽었다 살아났다이기야~,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
73328,좌빨수괴시빨럼들 세금 빼먹는 것도 넘오가는데 그냥 넘어가자,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
73329,근황궁금,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
73330,니 논리대로라면 아덴만 여명 작전 석해균 선장도 구상권 청구해야 함.,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
73331,@죤구울관절꺾기 국민이 납치되서 구하려 국가가 움직이는 거랑 똑같진 않지,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
73332,@파랖 국민이 납치되든 사고가 나든 안전에 이상이 생기면 국가가 나서서 도움을 주는 거지. 삼호주얼리호도 상업적 목적으로 운항중이었지 뭔 공무수행중은 아니었잖어?,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
73333,@파랖 ㅋㅋㅋ냅둬라 가끔보면 저렇게 머가리 딸린애들이 좀있어 ㅋㅋㅋㅋ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
73334,@죤구울관절꺾기 너 좆병신 개녀나지? 이 씨발년아?,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
73335,@노토리어스빅운G 니 애미,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
73336,"@죤구울관절꺾기 놀러간거랑 비교하네

이게 세월호냐??",./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
73337,"@문두로 원글 논리 대로라면 놀러간 거든, 상업이든 시발 사적목적이잖슴?",./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
73338,@죤구울관절꺾기 자살 좀ㅋ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
73339,@띠오옹 니애미,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
73340,@죤구울관절꺾기 넌 그냥 좌파해라,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
73341,@죤구울관절꺾기 다르지 경찰이 납치된사람 구하는것과 아픈사람이 서울갈돈없다고 경찰차로 태워달라고하는건데,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
73342,"그래도 국가가 외면하는건 아니지


어쨌든 국민을 위해 움직이는게 정부가 할 일이지


세월호 7시간 처럼 나몰라라 하는게 정부가 아님


ㅁㅈㅎ",./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
73343,@중도보수공화국 이 새끼 진짜 구나,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
73344,@중도보수공화국 해적에게 납치된사람 언제 구해옴?,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
73345,"@중도보수공화국 문치매의 자국민처형때의 32시간에 비하면 새발의 피.

문재앙의 세월호때 수십만원의 식사비를 쓰면서 만찬을 즐긴것에 비하면 박근혜는 성군이제.

문근친의 뒈져져서 고맙다 애들아 드립에 비하면 박근혜는 마더테레사.",./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
73346,"@중도보수공화국 국가가 이송등에 대해 협조하는것은 맞으나
구성권청구해서 그 비용을 청구해야하는것도 맞음.",./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
73347,@중도보수공화국 이 새끼는 확실히 짱깨임,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
73348,@중도보수공화국 你这是什么意思？ 你上次不是说你不会忘记天安门而且必定找回民主主义吗。,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
73349,이 새끼 저 새끼 빼먹는 세금인데 뭐가 어떠냐? 그냥 냅둬라,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
73350,"그거 아니라도 줄줄샌다
여가부나 뚜두려패",./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
73351,12억?,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
73352,동의하고왔다,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
73353,"세월호는 공무수행중이였노?????

놀러가다 뒤진걸",./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
73354,"https://www1.president.go.kr/petitions/Temp/GHk4UR

본문에 못적어서 댓글로 청원좌표 공유한다 이기",./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
73355,천룡인인가 보지,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
73356,단룡인 미만잡이지,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
73357,나라에 도둑년놈들이 넘 많아,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
73358,"솔찍히 내가 저런일 생겼을때 국가가안도와주면 씨발
10억 어캐갚노 자살하는게낫지
연봉 2400받는다치고 한푼도안쓰고 40~50년을 갚아야하는돈임
90%의 사람이 평생일해도 겨우손에 만질수있을까말까
한 수준의 돈인데",./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
73359,@좆문가납신다 세상이 그런거. 잘 나가던 좆소 사장이 부도나면? 희귀병으로 치료비만 억 단위가 나온 서민은? 국가가 지원하나? 제도에는 감성이 치고들어오면 안 됨.,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
73360,@좆문가납신다 집을 팔아서 갚아야지 쟤네집팔면 10억 보상 가능,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
73361,"그냥 부자라서 기분 나쁜거잖아, 거지같이 가난한 니네들 집에서 그런일 일어났으면 눈물콧물 짜면서 국가가 도와주세요~~~ 하는게 미담이 됐겠지 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 12억 현찰로 준것도 아니고 이송하는데 비용이 그정도다 이건데, 진짜 배배꼬였다. 부자는 사고로 자식잃으면 뭐 다르냐??? 미친 피해의식 오진다.",./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
73362,@슴상님 나만아니면 돼~~~~~~~~~~~~~~~~~,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
73363,그년도 개년 ㅇㅂ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
73364,이런 새끼가 지들 무슨일 생기면 국가정부 문재인부터 찾을새끼가 아주 ㅋㅋㅋ 이래서 조선놈들은 안된다는거야 ㅋㅋ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
73365,지금 살아있냐,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
73366,호슈스밴드면 몰라도 그랜드캐년에서 뭔 개지랄을 떨었길래 추락했을까 싶다,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
73367,"저거 대학교에서 자금대서 대려 왔다는 뉴스 본적 있는데
궁금하노",./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
73368,"그냥 놔둬라.....얼마나 힘들겠냐...
국가에서 좀 부조라도 해주면 그나마 덜 힘들거 아냐

그렇게 각박하게 그래야겠냐 ㅉㅉ
하튼 조선놈들은 남 잘되는거 못봄 좆같은 근성",./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
73369,"센찡 근본이 남 잘되는 걸 절대 못보지.
이 개같은 종족은 걍 말살을 시켰어야 했는데 일본이 참 빙신처럼 착해서리.",./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
73370,시발 단합력조때네 ㅋㅋㅋㅋㅋ 인기글인데 청원 146명ㅋㅋㅋㅋㅋㅋㅋㅋ너들은 페미한테 뭐라고하지마라 물론나도안함 귀찮앙ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
73371,그랜드캐년의 촛불이다 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
73372,"밀양박씨일 확률 99프로
나도 성질 까다롭다고 소문 났는데
내가 만나본 밀양박씨들
100프로 꼴통 아니면 천재였따",./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
73373,젖꼭지 일자로 가운데 함몰 된 년은 누가 일자 도라이버로 쑤신건가?,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
73374,@질방구 ㄴㄴ 커터칼,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
73375,노가다 게이 어서오고,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
73376,"@스타벅대위 저거 돌려서 수압이 해결되면 시발

아프리카에 수도꼭지달아서 물부족 해결한다는거랑 똑같은거지.",./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
73377,@스티븐시발 오바좀하지마 그정돈아님,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
73378,@스티븐시발 ㅋㅋㅋㅋㅋ ㅇㅂ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
73379,본인이 그냥갈면안대?,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
73380,@감비아국방부장관 집수도 멈추고 갈면됨,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
73381,개씨발새끼였네,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
73382,그냥 샤워기 물구멍 작고 많은거 사면 쌘거 같던데,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
73383,"내가 이런 글 올라오길 기다렸지 ㅋㅋㅋㅋㅋㅋ

근본적으로 집에 달린 펌프가 해결되야 수압 쎄짐

저 꼭지는 그냥 약간의 수량 조절만 해주는거임",./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
73384,@자동차정비사 난 도움받았음 케바케임,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
73385,헐씨바,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
73386,고무오링(15~16mm로) 검색해서 몇개 사놔라. 천원어치 사면 3대 까지 쓰고 남을꺼다,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
73387,노가더들 튀어나오네,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
73388,@익명40592c 그건 미국이고 ㅅㅂ ㅋㅋㅋㅋ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
73389,@문주화 저게 레알 기술이야 병신아,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
73390,"ㅈㄹ ㅋㅋㅋㅋ이영상속 20년된것도 물 콸콸나오는데? ㅋㅋ수도배관공 ㅁㅈㅎ
https://youtu.be/Zq51xKG-hyU?t=7",./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
73391,@Cadillac 느금마 배리나,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
73392,@Cadillac 기호만봐도 배리나?,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
73393,@Cadillac Zq51 외웠다 십새야,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
73394,@Cadillac ㅂㄹ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
73395,니가 저거 부캐지? 동일인물 ㅁㅈㅎ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
73396,"그럼 그냥 고무 파킹 하나 사서 갈면 되는 거네.

수도야 자기 집 앞에 수도전 잠그면 되는 거고.",./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
73397,일게이들 집안환경수준을 너무 높이평가한 글인듯,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
73398,"패킹만 갈면되 도전해바
그리고 저 용도는 수압용이 아니고
찬물 더운물 양조절해서 샤워할때 갑자기
차거나 뜨거워 지는거 막을때 유용해",./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
73399,"@쥐뿔 오 니말이맞는듯 나 이상하게 다른데 씽크대 세면대는 뜨거운물 잘나왔는데 샤워기만 시원찮게 나와서 약간 돌려봤는데
그다음부터 뜨거운물나왔음",./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
73400,"저거따라하다가 물폭탄처맞고 수압을 힘으로 제압했다
온수였으면.화상입음",./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
73401,@ILlIlI 힘 쎄노. ㅋㅋ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
73402,양수기함 건드는것도 글 써봐,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
73403,저거 그냥 돌리면 물 분수처럼 치솟아서 졷된다. 모르면 함부로 만지지마라,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
73404,이런 빠킹,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
73405,"수전 갈기 쉬운데, 안해보면 엄두가 안남",./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
73406,"@앙심 주방에 수전 갈려는데 5만원달라길래 어차피 몽키스패너도 있고 드라이버도 있는데 돈 5만원 아끼자 하고 내가 갈려고 하다가
상수도관에서 나오는 밸브안잠그고 사진에 저 볼트 냅다 풀어서 집 물바다 됨...",./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
73407,@번환자 ㅋㅋ 배관 밸브 닫아야지,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
73408,억지 ㅁㅈㅎ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
73409,헐 진짜야?,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
73410,@익명8ed635 좆설관리 의문의 조갯물샤워행,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
73411,"@익명8ed635 ""툭하면 븅신 마냥 전화""
""찡찡거리며 질문""
""개좆밥같이 보여 여자한테 버림 당하는""

리얼 쌉인정 입니다.",./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
73412,http://m.11st.co.kr/MW/Product/productBasicInfo.tmall?prdNo=1508065060&utm_source=%B1%B8%B1%DB_M_S_%BC%EE%C7%CE&utm_medium=%B8%F0%B9%D9%C0%CF%B0%CB%BB%F6&utm_campaign=%BC%EE%C7%CE%B1%A4%B0%ED%B8%F0%B9%D9%C0%CF%20%C3%DF%B0%A1,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
73413,그래서 수압 세지려면 어케해야되냐,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
73414,@젤리삐 센데로 이사가라,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
73415,@젤리삐 샤위기 헤드를 바꿔 봐,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
73416,"가정용 변기 수도 전기 수리 정도는 남자면 다 하지
타일이나 도배면 힘들지",./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
73417,"지랄하고있네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
노가다 짬밥으로 이야기하는대 고무가 무슨 씨발 100년도 된것도 아니고 수십년 된것도 그냥 살짝 짜부정도 된거뿐이지
물이 새면 풀어서 새 고무빠킹 넣으면 그만이야 뭔 개소리하노 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
좆문가 ㅁㅈㅎ",./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
73418,@익명f6d2b1 군대가서 저런건 부사관이 고치지 사병이 왜고침,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
73419,"고무마킹할필요없음.
그냥 테프론테잎감아서 꼽아도
누수안됨",./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
